timestamp,hour_rain,instant_rain,last_hour_rain,max_24h_rain,max_24h_time,min_24h_rain,min_24h_time,today_rain,total_rain,yesterday_rain
1782921602.96,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921607.979,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921612.988,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921618.002,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921623.006,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921628.022,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921633.037,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921638.047,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921643.06,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921648.065,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921653.08,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921658.089,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921663.105,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921668.117,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921673.124,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921678.136,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921683.145,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921688.155,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921693.167,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921698.174,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921703.189,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921708.202,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921713.213,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921718.22,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921723.24,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921728.252,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782921733.263,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
