timestamp,wind_angle,wind_dir_code,wind_direction,wind_level,wind_speed_kmh,wind_speed_ms
1783440000.396,334.1,15.0,北西北,0.0,0.0,0.0
1783440001.474,334.1,15.0,北西北,0.0,0.0,0.0
1783440002.552,334.1,15.0,北西北,0.0,0.0,0.0
1783440003.63,334.1,15.0,北西北,0.0,0.0,0.0
1783440004.708,334.1,15.0,北西北,0.0,0.0,0.0
1783440005.786,334.1,15.0,北西北,0.0,0.0,0.0
1783440006.864,334.1,15.0,北西北,0.0,0.0,0.0
1783440007.942,334.1,15.0,北西北,0.0,0.0,0.0
1783440009.02,334.1,15.0,北西北,0.0,0.0,0.0
1783440010.098,334.1,15.0,北西北,0.0,0.0,0.0
1783440011.176,334.1,15.0,北西北,0.0,0.0,0.0
1783440012.255,334.1,15.0,北西北,0.0,0.0,0.0
1783440013.333,334.1,15.0,北西北,0.0,0.0,0.0
1783440014.411,334.1,15.0,北西北,0.0,0.0,0.0
1783440015.489,334.1,15.0,北西北,0.0,0.0,0.0
1783440016.567,334.1,15.0,北西北,0.0,0.0,0.0
1783440017.645,334.1,15.0,北西北,0.0,0.0,0.0
1783440018.723,334.1,15.0,北西北,0.0,0.0,0.0
1783440019.801,334.1,15.0,北西北,0.0,0.0,0.0
1783440020.879,334.1,15.0,北西北,0.0,0.0,0.0
1783440021.957,334.1,15.0,北西北,0.0,0.0,0.0
1783440023.035,334.1,15.0,北西北,0.0,0.0,0.0
1783440024.113,334.1,15.0,北西北,0.0,0.0,0.0
1783440025.191,334.1,15.0,北西北,0.0,0.0,0.0
1783440026.268,334.1,15.0,北西北,0.0,0.0,0.0
1783440027.347,334.1,15.0,北西北,0.0,0.0,0.0
1783440028.425,334.1,15.0,北西北,0.0,0.0,0.0
1783440029.504,334.1,15.0,北西北,0.0,0.0,0.0
1783440030.582,334.1,15.0,北西北,0.0,0.0,0.0
1783440031.659,334.1,15.0,北西北,0.0,0.0,0.0
1783440032.737,334.1,15.0,北西北,0.0,0.0,0.0
1783440033.816,334.1,15.0,北西北,0.0,0.0,0.0
1783440034.894,334.1,15.0,北西北,0.0,0.0,0.0
1783440035.972,334.1,15.0,北西北,0.0,0.0,0.0
1783440037.05,334.1,15.0,北西北,0.0,0.0,0.0
1783440038.128,334.1,15.0,北西北,0.0,0.0,0.0
1783440039.206,334.1,15.0,北西北,0.0,0.0,0.0
1783440040.284,334.1,15.0,北西北,0.0,0.0,0.0
