timestamp,位移X,位移Y,位移Z,加速度X,加速度Y,加速度Z,加速度幅值X,加速度幅值Y,加速度幅值Z,温度,速度X,速度Y,速度Z,频率X,频率Y,频率Z
1782748800.82,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0132,0.0146,0.0146,27.95,0.0,0.0,0.0,0.0,0.0,0.0
1782748805.83,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0132,0.0151,0.0137,27.95,0.04,0.05,0.04,0.0,0.0,0.0
1782748810.842,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0132,0.0146,0.0142,27.95,0.0,0.0,0.0,0.0,0.0,0.0
1782748815.855,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0137,0.0151,0.0142,27.95,0.08,0.1,0.08,16.3,56.3,65.5
1782748820.865,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0137,0.0146,0.0137,27.95,0.0,0.0,0.0,0.0,0.0,0.0
1782748825.873,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0132,0.0151,0.0137,27.96,0.0,0.0,0.0,0.0,0.0,0.0
1782748830.884,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0137,0.0156,0.0156,27.96,0.0,0.0,0.0,0.0,0.0,0.0
1782748835.892,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0132,0.0146,0.0156,27.96,0.0,0.0,0.0,0.0,0.0,0.0
1782748840.901,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0137,0.0146,0.0142,27.96,0.0,0.0,0.0,0.0,0.0,0.0
1782748845.911,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0132,0.0151,0.0137,27.96,0.0,0.0,0.0,0.0,0.0,0.0
1782748850.921,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0142,0.0142,0.0142,27.96,0.0,0.0,0.0,0.0,0.0,0.0
1782748855.928,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0142,0.0151,0.0142,27.96,0.05,0.05,0.04,0.0,0.0,0.0
1782748860.941,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0137,0.0142,0.0142,27.96,0.0,0.01,0.0,0.0,0.0,0.0
1782748865.948,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0127,0.0146,0.0132,27.96,0.0,0.0,0.0,0.0,0.0,0.0
1782748870.96,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0142,0.0146,0.0151,27.97,0.0,0.0,0.0,0.0,0.0,0.0
1782748875.97,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0137,0.0151,0.0137,27.97,0.0,0.0,0.0,0.0,0.0,0.0
1782748880.98,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0132,0.0142,0.0146,27.97,0.0,0.0,0.0,0.0,0.0,0.0
1782748885.988,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0137,0.0146,0.0132,27.97,0.0,0.0,0.0,0.0,0.0,0.0
1782748891.002,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0132,0.0151,0.0132,27.97,0.0,0.0,0.0,0.0,0.0,0.0
1782748896.012,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0132,0.0142,0.0142,27.97,0.02,0.02,0.02,0.0,0.0,0.0
1782748901.023,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0122,0.0146,0.0132,27.97,0.01,0.01,0.01,0.0,0.0,0.0
1782748906.033,0.0,0.0,0.0,0.5918,0.8018,0.019,0.0132,0.0151,0.0137,27.98,0.11,0.12,0.11,20.3,56.5,35.7
