timestamp,wind_angle,wind_dir_code,wind_direction,wind_level,wind_speed_kmh,wind_speed_ms
1782712854.24,332.1,15.0,北西北,0.0,0.0,0.0
1782712859.253,332.2,15.0,北西北,0.0,0.0,0.0
1782712864.261,332.1,15.0,北西北,0.0,0.0,0.0
1782712869.273,332.2,15.0,北西北,0.0,0.0,0.0
1782712874.282,332.2,15.0,北西北,0.0,0.0,0.0
1782712879.291,332.1,15.0,北西北,0.0,0.0,0.0
1782712884.299,332.2,15.0,北西北,0.0,0.0,0.0
1782712889.309,332.2,15.0,北西北,0.0,0.0,0.0
1782712894.317,332.1,15.0,北西北,0.0,0.0,0.0
1782712899.326,332.2,15.0,北西北,0.0,0.0,0.0
1782712904.331,332.2,15.0,北西北,0.0,0.0,0.0
1782712909.338,332.2,15.0,北西北,0.0,0.0,0.0
1782712914.346,332.2,15.0,北西北,0.0,0.0,0.0
1782712919.352,332.1,15.0,北西北,0.0,0.0,0.0
1782712924.363,332.1,15.0,北西北,0.0,0.0,0.0
1782712929.371,332.1,15.0,北西北,0.0,0.0,0.0
1782712934.379,332.2,15.0,北西北,0.0,0.0,0.0
1782712939.385,332.2,15.0,北西北,0.0,0.0,0.0
1782712944.394,332.2,15.0,北西北,0.0,0.0,0.0
1782712949.401,332.1,15.0,北西北,0.0,0.0,0.0
1782712954.406,332.2,15.0,北西北,0.0,0.0,0.0
1782712959.415,332.2,15.0,北西北,0.0,0.0,0.0
1782712964.424,332.2,15.0,北西北,0.0,0.0,0.0
1782712969.431,332.1,15.0,北西北,0.0,0.0,0.0
1782712974.44,332.2,15.0,北西北,0.0,0.0,0.0
1782712979.446,332.2,15.0,北西北,0.0,0.0,0.0
1782712984.457,332.2,15.0,北西北,0.0,0.0,0.0
1782712989.46,332.2,15.0,北西北,0.0,0.0,0.0
1782712994.47,332.1,15.0,北西北,0.0,0.0,0.0
1782712999.48,332.1,15.0,北西北,0.0,0.0,0.0
1782713004.486,332.2,15.0,北西北,0.0,0.0,0.0
1782713009.498,332.1,15.0,北西北,0.0,0.0,0.0
1782713014.51,332.1,15.0,北西北,0.0,0.0,0.0
1782713019.519,332.2,15.0,北西北,0.0,0.0,0.0
1782713024.531,332.2,15.0,北西北,0.0,0.0,0.0
1782713029.543,332.1,15.0,北西北,0.0,0.0,0.0
1782713034.55,332.2,15.0,北西北,0.0,0.0,0.0
1782713039.556,332.2,15.0,北西北,0.0,0.0,0.0
1782713044.564,332.2,15.0,北西北,0.0,0.0,0.0
1782713049.571,332.2,15.0,北西北,0.0,0.0,0.0
1782713054.581,332.2,15.0,北西北,0.0,0.0,0.0
1782713059.591,332.2,15.0,北西北,0.0,0.0,0.0
1782713064.6,332.1,15.0,北西北,0.0,0.0,0.0
1782713069.609,332.1,15.0,北西北,0.0,0.0,0.0
1782713074.616,332.2,15.0,北西北,0.0,0.0,0.0
1782713079.627,332.2,15.0,北西北,0.0,0.0,0.0
1782713084.634,332.1,15.0,北西北,0.0,0.0,0.0
