timestamp,humidity,temperature
1783958400.995,47.0,27.0
1783958402.029,47.1,26.9
1783958403.062,47.2,27.0
1783958404.096,47.2,27.0
1783958405.13,47.3,27.0
1783958406.163,47.2,27.0
1783958407.197,47.3,27.0
1783958408.231,47.4,27.0
1783958409.265,47.4,26.9
1783958410.3,47.4,26.9
1783958411.334,47.5,26.9
1783958412.368,47.5,27.0
1783958413.402,47.5,27.0
1783958414.436,47.5,27.0
1783958415.469,47.5,26.9
1783958416.503,47.5,26.9
1783958417.528,47.5,26.9
1783958418.555,47.5,26.9
1783958419.58,47.6,27.0
1783958420.605,47.6,27.0
1783958421.629,47.6,27.0
1783958422.653,47.6,26.9
1783958423.679,47.6,26.9
1783958424.706,47.6,26.9
1783958425.74,47.6,26.9
1783958426.773,47.6,27.0
1783958427.806,47.6,26.9
1783958428.84,47.6,26.9
1783958429.874,47.5,27.0
1783958430.908,47.5,27.0
1783958431.933,47.6,26.9
1783958432.958,47.5,27.0
1783958433.984,47.6,27.0
1783958435.011,47.6,27.0
1783958436.05,47.6,27.0
1783958437.079,47.6,26.9
1783958438.104,47.7,26.9
1783958439.139,47.7,27.0
1783958440.172,47.8,26.9
1783958441.206,47.8,27.0
1783958442.259,47.9,27.0
1783958443.302,48.0,26.9
1783958444.445,48.1,27.0
1783958445.537,48.1,26.9
1783958446.653,48.2,26.9
1783958447.748,48.2,26.9
1783958448.858,48.3,27.0
1783958450.061,48.3,27.0
1783958451.176,48.3,27.0
1783958452.272,48.3,26.9
1783958453.382,48.4,27.0
1783958454.559,48.4,26.9
1783958455.67,48.4,26.9
1783958456.885,48.4,26.9
1783958458.039,48.4,27.0
1783958459.113,48.4,26.9
1783958460.298,48.5,26.9
1783958461.423,48.5,26.9
1783958462.533,48.5,26.9
1783958463.617,48.6,26.9
1783958464.756,48.6,26.9
1783958465.868,48.6,26.9
1783958466.97,48.6,27.0
1783958468.096,48.6,26.9
1783958469.211,48.7,27.0
1783958470.316,48.7,26.9
1783958471.609,48.7,26.9
1783958472.676,48.8,26.9
1783958473.74,48.9,27.0
1783958474.873,48.9,26.9
1783958475.947,48.9,26.9
1783958477.058,49.0,26.9
1783958478.147,49.0,26.9
1783958479.24,49.0,26.9
1783958480.365,49.0,26.9
1783958481.472,49.1,26.9
1783958482.58,49.1,26.9
1783958483.707,49.1,26.9
1783958484.806,49.1,26.9
1783958485.918,49.1,27.0
1783958487.035,49.1,26.9
1783958488.137,49.1,27.0
1783958489.232,49.2,26.9
1783958490.29,49.2,26.9
1783958491.367,49.2,27.0
1783958492.495,49.3,26.9
1783958493.616,49.3,26.9
1783958494.75,49.3,26.9
1783958495.842,49.4,27.0
1783958496.908,49.4,26.9
1783958497.967,49.4,26.9
1783958499.079,49.4,26.9
1783958500.227,49.4,26.9
1783958501.326,49.4,27.0
1783958502.4,49.4,27.0
1783958503.428,49.4,27.0
1783958504.458,49.4,27.0
1783958505.487,49.3,26.9
1783958506.52,49.3,27.0
1783958507.552,49.3,26.9
1783958508.585,49.3,27.0
1783958509.618,49.3,26.9
1783958510.651,49.3,26.9
1783958511.683,49.4,26.9
1783958512.716,49.4,27.0
1783958513.748,49.5,26.9
1783958514.78,49.5,26.9
1783958515.813,49.5,27.0
1783958516.836,49.6,27.0
1783958517.86,49.7,26.9
1783958518.893,49.7,26.9
1783958519.925,49.7,26.9
1783958520.958,49.8,27.0
1783958521.982,49.8,26.9
1783958523.016,49.8,26.9
1783958524.053,49.8,26.9
1783958525.084,49.8,27.0
1783958526.109,49.8,26.9
1783958527.141,49.7,26.9
1783958528.175,49.7,26.9
1783958529.208,49.7,26.9
1783958530.241,49.7,27.0
1783958531.274,49.7,26.9
1783958532.298,49.7,27.0
1783958533.322,49.8,26.9
1783958534.347,49.7,26.9
1783958535.371,49.8,26.9
1783958536.395,49.8,27.0
1783958537.419,49.8,26.9
1783958538.443,49.8,26.9
1783958539.467,49.9,26.9
1783958540.491,49.9,27.0
1783958541.516,50.0,26.9
1783958542.541,50.1,27.0
1783958543.577,50.1,27.0
1783958544.606,50.2,26.9
1783958545.634,50.2,27.0
1783958546.666,50.1,26.9
1783958547.699,50.1,27.0
1783958548.723,50.1,26.9
1783958549.756,50.1,27.0
1783958550.789,50.1,27.0
1783958551.823,50.0,27.0
1783958552.855,50.0,26.9
1783958553.888,50.0,27.0
1783958554.921,50.0,27.0
1783958555.955,50.0,27.0
1783958556.99,50.1,27.0
1783958558.015,50.1,27.0
1783958559.04,50.1,27.0
1783958560.074,50.1,27.0
1783958561.107,50.1,27.0
1783958562.141,50.1,27.0
1783958563.165,50.1,27.0
1783958564.194,50.1,27.0
1783958565.222,50.1,27.0
1783958566.249,50.1,27.0
1783958567.283,50.1,27.0
1783958568.308,50.1,27.0
1783958569.334,50.2,27.0
1783958570.368,50.2,27.0
1783958571.402,50.2,27.0
1783958572.436,50.2,27.0
1783958573.471,50.2,27.0
1783958574.505,50.3,27.0
1783958575.539,50.3,27.0
1783958576.573,50.4,27.0
1783958577.607,50.4,27.0
1783958578.632,50.4,27.0
1783958579.667,50.4,27.0
1783958580.696,50.4,27.0
1783958581.73,50.4,27.0
1783958582.765,50.4,27.0
1783958583.792,50.4,27.0
1783958584.822,50.5,27.0
1783958585.85,50.5,27.0
1783958586.873,50.6,27.0
1783958587.898,50.6,27.0
1783958588.923,50.6,27.0
1783958589.947,50.5,27.0
1783958590.971,50.5,27.0
1783958591.995,50.5,27.0
1783958593.02,50.5,27.0
1783958594.046,50.4,27.0
1783958595.079,50.5,27.0
1783958596.113,50.5,27.0
1783958597.147,50.5,27.0
1783958598.18,50.5,27.0
1783958599.214,50.5,27.0
1783958600.247,50.5,27.0
1783958601.279,50.5,27.0
1783958602.312,50.5,27.0
1783958603.346,50.5,27.0
1783958604.374,50.4,27.0
1783958605.399,50.4,27.0
1783958606.434,50.4,27.0
1783958607.457,50.5,27.0
1783958608.491,50.4,27.1
1783958609.524,50.4,27.1
1783958610.558,50.5,27.0
1783958611.582,50.5,27.0
1783958612.615,50.5,27.0
1783958613.648,50.5,27.0
1783958614.681,50.5,27.0
1783958615.715,50.5,27.0
1783958616.75,50.6,27.0
1783958617.784,50.6,27.0
1783958618.817,50.6,27.0
1783958619.851,50.6,27.0
1783958620.884,50.6,27.0
1783958621.918,50.6,27.1
1783958622.952,50.6,27.0
1783958623.989,50.6,27.1
1783958625.017,50.6,27.1
1783958626.042,50.7,27.0
1783958627.067,50.7,27.1
1783958628.092,50.7,27.1
1783958629.117,50.7,27.1
1783958630.152,50.7,27.1
1783958631.186,50.7,27.1
1783958632.21,50.7,27.1
1783958633.244,50.7,27.1
1783958634.278,50.7,27.1
1783958635.302,50.7,27.1
1783958636.326,50.7,27.1
1783958637.352,50.7,27.1
1783958638.376,50.7,27.1
1783958639.401,50.7,27.1
1783958640.426,50.7,27.1
1783958641.451,50.7,27.1
1783958642.476,50.7,27.1
1783958643.502,50.7,27.1
1783958644.528,50.7,27.1
1783958645.562,50.7,27.1
1783958646.596,50.7,27.1
1783958647.621,50.7,27.1
1783958648.645,50.7,27.1
1783958649.679,50.8,27.1
1783958650.714,50.8,27.1
1783958651.749,50.9,27.1
1783958652.774,50.9,27.1
1783958653.799,50.9,27.1
1783958654.833,50.9,27.1
1783958655.868,50.9,27.1
1783958656.902,51.0,27.1
1783958657.93,51.0,27.1
1783958658.956,51.0,27.1
1783958659.99,51.1,27.1
1783958661.025,51.1,27.1
1783958662.059,51.2,27.1
1783958663.094,51.1,27.1
1783958664.121,51.2,27.1
1783958665.147,51.2,27.1
1783958666.174,51.2,27.1
1783958667.198,51.1,27.1
1783958668.224,51.2,27.1
1783958669.249,51.2,27.1
1783958670.283,51.2,27.1
1783958671.317,51.2,27.1
1783958672.352,51.2,27.1
1783958673.386,51.2,27.1
1783958674.41,51.2,27.1
1783958675.444,51.2,27.1
1783958676.479,51.2,27.1
1783958677.513,51.1,27.1
1783958678.547,51.1,27.1
1783958679.581,51.1,27.1
1783958680.615,51.1,27.1
1783958681.64,51.1,27.1
1783958682.668,51.1,27.1
1783958683.696,51.1,27.1
1783958684.722,51.1,27.1
1783958685.756,51.1,27.1
1783958686.781,51.1,27.1
1783958687.807,51.0,27.1
1783958688.831,51.0,27.1
1783958689.856,51.0,27.1
1783958690.88,51.0,27.1
1783958691.904,51.0,27.1
1783958692.928,51.0,27.1
1783958693.952,51.0,27.1
1783958694.976,51.0,27.1
1783958696.008,51.0,27.1
1783958697.04,51.0,27.1
1783958698.073,50.9,27.1
1783958699.106,51.0,27.2
1783958700.13,51.0,27.1
1783958701.163,51.0,27.2
1783958702.197,50.9,27.1
1783958703.226,50.9,27.1
1783958704.251,51.0,27.2
1783958705.276,51.0,27.2
1783958706.301,50.9,27.1
1783958707.336,50.9,27.2
1783958708.37,51.0,27.1
1783958709.394,51.0,27.1
1783958710.419,51.0,27.2
1783958711.445,50.9,27.2
1783958712.47,51.0,27.2
1783958713.505,51.0,27.2
1783958714.54,51.0,27.1
1783958715.575,50.9,27.2
1783958716.609,50.9,27.1
1783958717.641,50.8,27.2
1783958718.674,50.8,27.2
1783958719.706,50.7,27.2
1783958720.738,50.6,27.2
1783958721.775,50.6,27.2
1783958722.803,50.6,27.2
1783958723.831,50.5,27.2
1783958724.864,50.5,27.2
1783958725.898,50.5,27.2
1783958726.931,50.5,27.2
1783958727.964,50.5,27.2
1783958728.997,50.5,27.2
1783958730.029,50.5,27.2
1783958731.052,50.5,27.1
1783958732.075,50.5,27.2
1783958733.099,50.5,27.2
1783958734.131,50.5,27.2
1783958735.163,50.5,27.2
1783958736.187,50.5,27.2
1783958737.21,50.6,27.2
1783958738.243,50.5,27.2
1783958739.276,50.5,27.2
1783958740.308,50.5,27.2
1783958741.332,50.5,27.2
1783958742.359,50.5,27.2
1783958743.39,50.5,27.2
1783958744.415,50.4,27.2
1783958745.439,50.4,27.2
1783958746.464,50.4,27.2
1783958747.489,50.4,27.2
1783958748.522,50.4,27.2
1783958749.555,50.3,27.2
1783958750.588,50.3,27.2
1783958751.613,50.3,27.2
1783958752.646,50.4,27.2
1783958753.672,50.3,27.2
1783958754.695,50.3,27.2
1783958755.719,50.2,27.2
1783958756.742,50.1,27.2
1783958757.775,50.1,27.2
1783958758.807,50.0,27.2
1783958759.84,50.0,27.2
1783958760.865,49.9,27.2
1783958761.901,49.9,27.2
1783958762.929,49.8,27.2
1783958763.954,49.8,27.2
1783958764.987,49.7,27.2
1783958766.019,49.7,27.2
1783958767.054,49.7,27.2
1783958768.087,49.7,27.2
1783958769.112,49.7,27.2
1783958770.144,49.7,27.2
1783958771.177,49.7,27.2
1783958772.209,49.7,27.2
1783958773.242,49.7,27.2
1783958774.275,49.7,27.2
1783958775.307,49.7,27.2
1783958776.34,49.7,27.2
1783958777.372,49.6,27.2
1783958778.397,49.5,27.2
1783958779.429,49.5,27.2
1783958780.462,49.4,27.2
1783958781.495,49.4,27.2
1783958782.522,49.4,27.3
1783958783.549,49.3,27.2
1783958784.574,49.2,27.2
1783958785.606,49.1,27.3
1783958786.638,49.0,27.2
1783958787.662,49.0,27.3
1783958788.685,48.9,27.2
1783958789.717,48.9,27.2
1783958790.749,48.8,27.3
1783958791.781,48.8,27.2
1783958792.805,48.7,27.3
1783958793.836,48.7,27.2
1783958794.86,48.7,27.2
1783958795.883,48.7,27.2
1783958796.907,48.7,27.3
1783958797.93,48.7,27.3
1783958798.954,48.7,27.3
1783958799.978,48.7,27.3
