timestamp,wind_angle,wind_dir_code,wind_direction,wind_level,wind_speed_kmh,wind_speed_ms
1783180800.811,347.2,15.0,北西北,0.0,0.0,0.0
1783180801.889,347.2,15.0,北西北,0.0,0.0,0.0
1783180802.968,347.2,15.0,北西北,0.0,0.0,0.0
1783180804.046,347.2,15.0,北西北,0.0,0.0,0.0
1783180805.124,347.2,15.0,北西北,0.0,0.0,0.0
1783180806.201,347.2,15.0,北西北,0.0,0.0,0.0
1783180807.279,347.2,15.0,北西北,0.0,0.0,0.0
1783180808.356,347.2,15.0,北西北,0.0,0.0,0.0
1783180809.435,347.2,15.0,北西北,0.0,0.0,0.0
1783180810.513,347.2,15.0,北西北,0.0,0.0,0.0
1783180811.592,347.2,15.0,北西北,0.0,0.0,0.0
1783180812.67,347.2,15.0,北西北,0.0,0.0,0.0
1783180813.748,347.2,15.0,北西北,0.0,0.0,0.0
1783180814.825,347.2,15.0,北西北,0.0,0.0,0.0
1783180815.904,347.2,15.0,北西北,0.0,0.0,0.0
1783180816.982,347.2,15.0,北西北,0.0,0.0,0.0
1783180818.061,347.2,15.0,北西北,0.0,0.0,0.0
1783180819.138,347.2,15.0,北西北,0.0,0.0,0.0
1783180820.217,347.2,15.0,北西北,0.0,0.0,0.0
1783180821.294,347.2,15.0,北西北,0.0,0.0,0.0
1783180822.373,347.2,15.0,北西北,0.0,0.0,0.0
1783180823.451,347.2,15.0,北西北,0.0,0.0,0.0
1783180824.53,347.2,15.0,北西北,0.0,0.0,0.0
1783180825.608,347.2,15.0,北西北,0.0,0.0,0.0
1783180826.686,347.2,15.0,北西北,0.0,0.0,0.0
1783180827.765,347.2,15.0,北西北,0.0,0.0,0.0
1783180828.843,347.2,15.0,北西北,0.0,0.0,0.0
1783180829.921,347.2,15.0,北西北,0.0,0.0,0.0
1783180830.999,347.2,15.0,北西北,0.0,0.0,0.0
1783180832.077,347.2,15.0,北西北,0.0,0.0,0.0
1783180833.155,347.2,15.0,北西北,0.0,0.0,0.0
1783180834.232,347.2,15.0,北西北,0.0,0.0,0.0
1783180835.31,347.2,15.0,北西北,0.0,0.0,0.0
1783180836.389,347.2,15.0,北西北,0.0,0.0,0.0
1783180837.467,347.2,15.0,北西北,0.0,0.0,0.0
1783180838.544,347.2,15.0,北西北,0.0,0.0,0.0
1783180839.623,347.2,15.0,北西北,0.0,0.0,0.0
1783180840.701,347.2,15.0,北西北,0.0,0.0,0.0
1783180841.779,347.2,15.0,北西北,0.0,0.0,0.0
1783180842.858,347.2,15.0,北西北,0.0,0.0,0.0
1783180843.936,347.2,15.0,北西北,0.0,0.0,0.0
1783180845.014,347.2,15.0,北西北,0.0,0.0,0.0
1783180846.093,347.2,15.0,北西北,0.0,0.0,0.0
1783180847.17,347.2,15.0,北西北,0.0,0.0,0.0
1783180848.249,347.2,15.0,北西北,0.0,0.0,0.0
1783180849.327,347.2,15.0,北西北,0.0,0.0,0.0
1783180850.405,347.2,15.0,北西北,0.0,0.0,0.0
1783180851.483,347.2,15.0,北西北,0.0,0.0,0.0
1783180852.561,347.2,15.0,北西北,0.0,0.0,0.0
1783180853.639,347.2,15.0,北西北,0.0,0.0,0.0
1783180854.718,347.2,15.0,北西北,0.0,0.0,0.0
1783180855.796,347.2,15.0,北西北,0.0,0.0,0.0
1783180856.875,347.2,15.0,北西北,0.0,0.0,0.0
1783180857.953,347.2,15.0,北西北,0.0,0.0,0.0
1783180859.031,347.2,15.0,北西北,0.0,0.0,0.0
1783180860.109,347.2,15.0,北西北,0.0,0.0,0.0
1783180861.188,347.2,15.0,北西北,0.0,0.0,0.0
1783180862.266,347.2,15.0,北西北,0.0,0.0,0.0
1783180863.344,347.2,15.0,北西北,0.0,0.0,0.0
1783180864.421,347.2,15.0,北西北,0.0,0.0,0.0
1783180865.499,347.2,15.0,北西北,0.0,0.0,0.0
1783180866.578,347.2,15.0,北西北,0.0,0.0,0.0
1783180867.656,347.2,15.0,北西北,0.0,0.0,0.0
1783180868.734,347.2,15.0,北西北,0.0,0.0,0.0
