timestamp,hour_rain,instant_rain,last_hour_rain,max_24h_rain,max_24h_time,min_24h_rain,min_24h_time,today_rain,total_rain,yesterday_rain
1782916602.228,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916607.294,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916612.323,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916617.352,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916622.39,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916627.428,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916632.439,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916637.468,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916642.523,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916647.591,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916652.648,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916657.697,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916662.71,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916667.77,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916672.804,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916677.828,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916682.871,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916687.884,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916692.939,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916697.981,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916703.012,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916708.039,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916713.05,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916718.08,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916723.121,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916728.156,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916733.187,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916738.203,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916743.29,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916748.331,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916753.381,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916758.442,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916763.495,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916768.511,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916773.574,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916778.634,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916783.665,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916788.709,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916793.72,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916798.748,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916803.812,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916808.86,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916813.925,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916818.976,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916824.016,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916829.068,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916834.125,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916839.202,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916844.253,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916849.304,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916854.32,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916859.392,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916864.451,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916869.526,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916874.578,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916879.627,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916884.666,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916889.692,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916894.728,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916899.78,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916904.852,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916909.88,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916914.944,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916920.005,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916925.046,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916930.104,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1782916935.168,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
