timestamp,wind_angle,wind_dir_code,wind_direction,wind_level,wind_speed_kmh,wind_speed_ms
1782916602.244,318.1,14.0,西北,0.0,0.0,0.0
1782916607.301,318.1,14.0,西北,0.0,0.0,0.0
1782916612.33,318.1,14.0,西北,0.0,0.0,0.0
1782916617.365,318.1,14.0,西北,0.0,0.0,0.0
1782916622.383,318.1,14.0,西北,0.0,0.0,0.0
1782916627.415,318.1,14.0,西北,0.0,0.0,0.0
1782916632.46,318.1,14.0,西北,0.0,0.0,0.0
1782916637.481,318.1,14.0,西北,0.0,0.0,0.0
1782916642.548,318.1,14.0,西北,0.0,0.0,0.0
1782916647.614,318.1,14.0,西北,0.0,0.0,0.0
1782916652.628,318.1,14.0,西北,0.0,0.0,0.0
1782916657.66,318.1,14.0,西北,0.0,0.0,0.0
1782916662.746,318.1,14.0,西北,0.0,0.0,0.0
1782916667.763,318.1,14.0,西北,0.0,0.0,0.0
1782916672.798,318.1,14.0,西北,0.0,0.0,0.0
1782916677.834,318.1,14.0,西北,0.0,0.0,0.0
1782916682.855,318.1,14.0,西北,0.0,0.0,0.0
1782916687.917,318.1,14.0,西北,0.0,0.0,0.0
1782916692.952,318.1,14.0,西北,0.0,0.0,0.0
1782916697.96,318.1,14.0,西北,0.0,0.0,0.0
1782916703.006,318.1,14.0,西北,0.0,0.0,0.0
1782916708.033,318.1,14.0,西北,0.0,0.0,0.0
1782916713.057,318.1,14.0,西北,0.0,0.0,0.0
1782916718.094,318.1,14.0,西北,0.0,0.0,0.0
1782916723.133,318.1,14.0,西北,0.0,0.0,0.0
1782916728.142,318.1,14.0,西北,0.0,0.0,0.0
1782916733.18,318.1,14.0,西北,0.0,0.0,0.0
1782916738.227,318.1,14.0,西北,0.0,0.0,0.0
1782916743.278,318.1,14.0,西北,0.0,0.0,0.0
1782916748.342,318.1,14.0,西北,0.0,0.0,0.0
1782916753.393,318.1,14.0,西北,0.0,0.0,0.0
1782916758.42,318.1,14.0,西北,0.0,0.0,0.0
1782916763.484,318.1,14.0,西北,0.0,0.0,0.0
1782916768.535,318.1,14.0,西北,0.0,0.0,0.0
1782916773.562,318.1,14.0,西北,0.0,0.0,0.0
1782916778.611,318.1,14.0,西北,0.0,0.0,0.0
1782916783.671,318.1,14.0,西北,0.0,0.0,0.0
1782916788.689,318.1,14.0,西北,0.0,0.0,0.0
1782916793.727,318.1,14.0,西北,0.0,0.0,0.0
1782916798.761,318.1,14.0,西北,0.0,0.0,0.0
1782916803.8,318.1,14.0,西北,0.0,0.0,0.0
1782916808.848,318.1,14.0,西北,0.0,0.0,0.0
1782916813.913,318.1,14.0,西北,0.0,0.0,0.0
1782916818.987,318.1,14.0,西北,0.0,0.0,0.0
1782916824.027,318.1,14.0,西北,0.0,0.0,0.0
1782916829.092,318.1,14.0,西北,0.0,0.0,0.0
1782916834.149,318.1,14.0,西北,0.0,0.0,0.0
1782916839.179,318.1,14.0,西北,0.0,0.0,0.0
1782916844.242,318.1,14.0,西北,0.0,0.0,0.0
1782916849.293,318.1,14.0,西北,0.0,0.0,0.0
1782916854.333,318.1,14.0,西北,0.0,0.0,0.0
1782916859.419,318.1,14.0,西北,0.0,0.0,0.0
1782916864.473,318.1,14.0,西北,0.0,0.0,0.0
1782916869.49,318.1,14.0,西北,0.0,0.0,0.0
1782916874.557,318.1,14.0,西北,0.0,0.0,0.0
1782916879.616,318.1,14.0,西北,0.0,0.0,0.0
1782916884.655,318.1,14.0,西北,0.0,0.0,0.0
1782916889.7,318.1,14.0,西北,0.0,0.0,0.0
1782916894.74,318.1,14.0,西北,0.0,0.0,0.0
1782916899.815,318.1,14.0,西北,0.0,0.0,0.0
1782916904.828,318.1,14.0,西北,0.0,0.0,0.0
1782916909.904,318.1,14.0,西北,0.0,0.0,0.0
1782916914.966,318.1,14.0,西北,0.0,0.0,0.0
1782916919.993,318.1,14.0,西北,0.0,0.0,0.0
1782916925.056,318.1,14.0,西北,0.0,0.0,0.0
1782916930.115,318.1,14.0,西北,0.0,0.0,0.0
1782916935.132,318.1,14.0,西北,0.0,0.0,0.0
1782916940.219,318.1,14.0,西北,0.0,0.0,0.0
1782916945.27,318.1,14.0,西北,0.0,0.0,0.0
1782916950.287,318.1,14.0,西北,0.0,0.0,0.0
1782916955.349,318.1,14.0,西北,0.0,0.0,0.0
1782916960.422,318.1,14.0,西北,0.0,0.0,0.0
1782916965.437,318.1,14.0,西北,0.0,0.0,0.0
1782916970.51,318.1,14.0,西北,0.0,0.0,0.0
1782916975.573,318.1,14.0,西北,0.0,0.0,0.0
1782916980.597,318.1,14.0,西北,0.0,0.0,0.0
1782916985.657,318.1,14.0,西北,0.0,0.0,0.0
1782916990.716,318.1,14.0,西北,0.0,0.0,0.0
1782916995.752,318.1,14.0,西北,0.0,0.0,0.0
1782917000.824,318.1,14.0,西北,0.0,0.0,0.0
1782917005.876,318.1,14.0,西北,0.0,0.0,0.0
1782917010.923,318.1,14.0,西北,0.0,0.0,0.0
1782917015.943,318.1,14.0,西北,0.0,0.0,0.0
1782917020.979,318.1,14.0,西北,0.0,0.0,0.0
1782917026.053,318.1,14.0,西北,0.0,0.0,0.0
1782917031.082,318.1,14.0,西北,0.0,0.0,0.0
1782917036.144,318.1,14.0,西北,0.0,0.0,0.0
1782917041.191,318.1,14.0,西北,0.0,0.0,0.0
1782917046.2,318.1,14.0,西北,0.0,0.0,0.0
1782917051.237,318.1,14.0,西北,0.0,0.0,0.0
1782917056.275,318.1,14.0,西北,0.0,0.0,0.0
1782917061.286,318.1,14.0,西北,0.0,0.0,0.0
1782917066.331,318.1,14.0,西北,0.0,0.0,0.0
1782917071.361,318.1,14.0,西北,0.0,0.0,0.0
1782917076.375,318.1,14.0,西北,0.0,0.0,0.0
1782917081.43,318.1,14.0,西北,0.0,0.0,0.0
1782917086.465,318.1,14.0,西北,0.0,0.0,0.0
1782917091.475,318.1,14.0,西北,0.0,0.0,0.0
1782917096.516,318.1,14.0,西北,0.0,0.0,0.0
1782917101.551,318.1,14.0,西北,0.0,0.0,0.0
1782917106.568,318.1,14.0,西北,0.0,0.0,0.0
1782917111.603,318.1,14.0,西北,0.0,0.0,0.0
1782917116.619,318.1,14.0,西北,0.0,0.0,0.0
1782917121.648,318.1,14.0,西北,0.0,0.0,0.0
1782917126.685,318.1,14.0,西北,0.0,0.0,0.0
1782917131.7,318.1,14.0,西北,0.0,0.0,0.0
1782917136.768,318.1,14.0,西北,0.0,0.0,0.0
1782917141.826,318.1,14.0,西北,0.0,0.0,0.0
1782917146.875,318.1,14.0,西北,0.0,0.0,0.0
1782917151.901,318.1,14.0,西北,0.0,0.0,0.0
1782917156.967,318.1,14.0,西北,0.0,0.0,0.0
1782917162.018,318.1,14.0,西北,0.0,0.0,0.0
1782917167.07,318.1,14.0,西北,0.0,0.0,0.0
1782917172.176,318.1,14.0,西北,0.0,0.0,0.0
1782917177.224,318.1,14.0,西北,0.0,0.0,0.0
1782917182.252,318.1,14.0,西北,0.0,0.0,0.0
1782917187.315,318.1,14.0,西北,0.0,0.0,0.0
1782917192.377,318.1,14.0,西北,0.0,0.0,0.0
1782917197.416,318.1,14.0,西北,0.0,0.0,0.0
