timestamp,humidity,temperature
1783008000.162,59.7,25.7
1783008001.184,59.7,25.7
1783008002.206,59.7,25.7
1783008003.228,59.7,25.7
1783008004.25,59.7,25.7
1783008005.272,59.7,25.7
1783008006.294,59.7,25.7
1783008007.316,59.7,25.7
1783008008.338,59.7,25.7
1783008009.36,59.7,25.7
1783008010.382,59.8,25.7
1783008011.404,59.8,25.7
1783008012.426,59.8,25.7
1783008013.448,59.8,25.7
1783008014.47,59.8,25.7
1783008015.492,59.8,25.7
1783008016.514,59.8,25.7
1783008017.536,59.7,25.7
1783008018.558,59.8,25.7
1783008019.58,59.8,25.7
1783008020.602,59.8,25.7
1783008021.624,59.8,25.7
1783008022.646,59.7,25.7
1783008023.668,59.7,25.7
1783008024.69,59.7,25.7
1783008025.712,59.7,25.7
1783008026.734,59.7,25.7
1783008027.756,59.7,25.7
1783008028.778,59.7,25.7
1783008029.8,59.7,25.7
1783008030.822,59.7,25.7
1783008031.844,59.6,25.7
1783008032.866,59.6,25.7
1783008033.888,59.6,25.7
1783008034.911,59.5,25.7
1783008035.933,59.6,25.7
1783008036.955,59.5,25.7
1783008037.976,59.5,25.7
1783008038.998,59.5,25.7
1783008040.02,59.5,25.7
1783008041.042,59.5,25.7
1783008042.064,59.5,25.7
1783008043.086,59.6,25.7
1783008044.108,59.6,25.7
1783008045.13,59.6,25.7
1783008046.152,59.6,25.7
1783008047.174,59.6,25.7
1783008048.196,59.6,25.7
1783008049.218,59.6,25.7
1783008050.241,59.5,25.7
1783008051.263,59.5,25.7
1783008052.284,59.6,25.7
1783008053.306,59.6,25.7
1783008054.328,59.7,25.7
1783008055.35,59.7,25.7
1783008056.372,59.7,25.7
1783008057.394,59.7,25.7
1783008058.416,59.7,25.7
1783008059.438,59.7,25.7
1783008060.46,59.8,25.7
1783008061.482,59.8,25.7
1783008062.505,59.8,25.7
1783008063.526,59.9,25.7
1783008064.548,59.9,25.7
1783008065.57,59.9,25.7
1783008066.592,59.9,25.7
1783008067.614,59.9,25.8
1783008068.636,59.9,25.7
1783008069.658,60.0,25.7
1783008070.68,60.0,25.7
1783008071.702,60.0,25.7
1783008072.724,59.9,25.7
1783008073.746,60.0,25.7
1783008074.767,60.0,25.7
1783008075.789,59.9,25.7
1783008076.811,60.0,25.7
1783008077.833,60.0,25.7
1783008078.855,59.9,25.7
1783008079.877,59.9,25.7
1783008080.899,59.8,25.7
1783008081.921,59.8,25.7
1783008082.943,59.8,25.7
1783008083.964,59.7,25.7
1783008084.986,59.7,25.7
1783008086.008,59.7,25.7
1783008087.03,59.7,25.7
1783008088.052,59.7,25.7
1783008089.074,59.7,25.7
1783008090.095,59.7,25.7
1783008091.117,59.6,25.7
1783008092.139,59.6,25.7
1783008093.161,59.6,25.7
1783008094.183,59.6,25.7
1783008095.206,59.6,25.7
1783008096.228,59.5,25.7
1783008097.25,59.5,25.7
1783008098.272,59.5,25.7
1783008099.294,59.5,25.7
1783008100.316,59.5,25.7
1783008101.337,59.4,25.7
1783008102.359,59.4,25.7
1783008103.381,59.4,25.7
1783008104.403,59.4,25.7
1783008105.425,59.4,25.7
1783008106.447,59.4,25.7
1783008107.469,59.3,25.7
1783008108.491,59.3,25.7
1783008109.512,59.3,25.7
1783008110.534,59.3,25.7
1783008111.556,59.4,25.7
1783008112.579,59.4,25.7
1783008113.601,59.4,25.7
1783008114.623,59.4,25.7
1783008115.646,59.4,25.7
1783008116.668,59.4,25.7
1783008117.691,59.4,25.7
1783008118.713,59.4,25.7
1783008119.735,59.4,25.7
1783008120.757,59.4,25.7
1783008121.779,59.4,25.7
1783008122.801,59.3,25.7
1783008123.823,59.4,25.7
1783008124.845,59.4,25.8
1783008125.867,59.4,25.7
1783008126.889,59.4,25.7
1783008127.911,59.4,25.7
1783008128.933,59.4,25.7
1783008129.955,59.4,25.7
1783008130.977,59.4,25.7
1783008131.999,59.5,25.7
1783008133.022,59.4,25.7
1783008134.044,59.5,25.7
1783008135.066,59.5,25.7
1783008136.089,59.5,25.7
1783008137.111,59.5,25.7
1783008138.133,59.5,25.7
1783008139.156,59.5,25.7
1783008140.179,59.5,25.7
1783008141.201,59.5,25.7
1783008142.224,59.4,25.7
1783008143.246,59.4,25.7
1783008144.269,59.4,25.7
1783008145.291,59.3,25.7
1783008146.314,59.3,25.7
1783008147.336,59.3,25.7
1783008148.359,59.3,25.7
1783008149.381,59.2,25.8
1783008150.403,59.2,25.7
1783008151.426,59.2,25.7
1783008152.449,59.3,25.8
1783008153.471,59.2,25.7
