timestamp,hour_rain,instant_rain,last_hour_rain,max_24h_rain,max_24h_time,min_24h_rain,min_24h_time,today_rain,total_rain,yesterday_rain
1783562783.44,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562784.488,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562785.536,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562786.584,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562787.631,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562788.678,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562789.724,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562790.771,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562791.817,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562792.864,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562793.911,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562794.958,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562796.005,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562797.051,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562798.098,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562799.145,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562800.192,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562801.239,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562802.286,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562803.333,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562804.38,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562805.427,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562806.474,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562807.521,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562808.568,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562809.615,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562810.661,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562811.708,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562812.755,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562813.804,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783562814.852,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
