timestamp,hour_rain,instant_rain,last_hour_rain,max_24h_rain,max_24h_time,min_24h_rain,min_24h_time,today_rain,total_rain,yesterday_rain
1783920735.83,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920736.877,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920737.926,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920738.977,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920740.024,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920741.07,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920742.117,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920743.163,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920744.21,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920745.257,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920746.303,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920747.35,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920748.396,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920749.443,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920750.489,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920751.536,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920752.583,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920753.629,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920754.676,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920755.722,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920756.769,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920757.815,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920758.861,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920759.908,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920760.954,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920762.001,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920763.047,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920764.094,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920765.14,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920766.187,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920767.234,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920768.283,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920769.33,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920770.377,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920771.423,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920772.47,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920773.517,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920774.564,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920775.611,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920776.658,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920777.704,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920778.751,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920779.798,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920780.845,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920781.893,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920782.941,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920783.988,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920785.035,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920786.082,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920787.128,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920788.175,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920789.222,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920790.268,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920791.315,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920792.362,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920793.409,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920794.455,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
1783920795.502,0.0,0.0,0.0,0.0,00:01,0.0,00:01,0.0,7.1,0.0
